text,iodine,vitamin_e,calcium,iron,riboflavin_b2,folate_b9,vitamin_c,vitamin_b6,vitamin_d,zinc
dizziness shortness of breath fatigue pale skin confusion depression mood changes mild headache after travel,0,0,0,1,0,0,0,1,0,0
no nerve issues mood changes immune weakness muscle weakness nerve damage mild headache after travel,0,1,0,0,0,0,0,0,0,0
scurvy joint pain fatigue neck enlargement weight gain fatigue pale skin dizziness low hemoglobin anemia,1,0,0,1,0,0,1,0,0,0
not neck enlargement thyroid swelling hormone imbalance bone pain fractures muscle weakness slow healing weak immunity scurvy,0,0,0,0,0,0,1,0,1,0
depression irritability confusion not coordination issues muscle weakness immune weakness nerve damage vision problems bone weakness joint stiffness tooth decay,0,0,1,0,0,0,0,1,0,0
muscle cramps joint stiffness bone weakness general discomfort,0,0,1,0,0,0,0,0,0,0
neck enlargement hormone imbalance thyroid swelling weight gain fatigue goiter mild headache after travel,1,0,0,0,0,0,0,0,0,0
joint stiffness muscle cramps brittle nails routine checkup,0,0,1,0,0,0,0,0,0,0
nerve damage muscle weakness immune weakness coordination issues bone weakness muscle cramps low sunlight muscle weakness fractures routine checkup,0,1,1,0,0,0,0,0,1,0
fatigue weakness pregnancy issues anemia poor diet vision problems muscle weakness slow growth loss of appetite routine checkup,0,1,0,0,0,1,0,0,0,1
hair loss frequent infections scurvy bleeding gums joint pain slow healing weak immunity nerve issues mood changes,0,0,0,0,0,0,1,1,0,1
pale skin shortness of breath back pain fractures bone pain low sunlight,0,0,0,1,0,0,0,0,1,0
poor diet anemia weakness,0,0,0,0,0,1,0,0,0,0
eye irritation cracked lips sore throat skin rash bone weakness joint stiffness general discomfort,0,0,1,0,1,0,0,0,0,0
nerve issues irritability depression mood changes low sunlight bone pain back pain tooth decay bone weakness brittle nails joint stiffness muscle cramps,0,0,1,0,0,0,0,1,1,0
scurvy slow healing bleeding gums weak immunity joint pain fatigue low hemoglobin shortness of breath dizziness mood changes nerve issues confusion depression,0,0,0,1,0,0,1,1,0,0
pregnancy issues fatigue poor diet weakness hormone imbalance goiter weight gain fatigue thyroid swelling neck enlargement,1,0,0,0,0,1,0,0,0,0
immune weakness coordination issues muscle weakness nerve damage,0,1,0,0,0,0,0,0,0,0
goiter hormone imbalance not back pain muscle weakness fractures routine checkup,1,0,0,0,0,0,0,0,0,0
no nerve damage immune weakness muscle weakness without brittle nails bone weakness muscle cramps mild headache after travel,0,0,0,0,0,0,0,0,0,0
without hormone imbalance neck enlargement fatigue goiter thyroid swelling poor diet fatigue mild headache after travel,0,0,0,0,0,1,0,0,0,0
goiter neck enlargement fatigue pale skin dizziness,1,0,0,1,0,0,0,0,0,0
no immune weakness nerve damage muscle weakness coordination issues without fatigue shortness of breath dizziness anemia low hemoglobin without fatigue pregnancy issues weakness poor diet anemia mild headache after travel,0,0,0,0,0,0,0,0,0,0
sore throat fatigue eye irritation skin rash joint stiffness bone weakness brittle nails hair loss loss of appetite poor immunity slow growth no prior illness reported,0,0,1,0,1,0,0,0,0,1
low hemoglobin pale skin dizziness without poor diet fatigue pregnancy issues weakness general discomfort,0,0,0,1,0,0,0,0,0,0
anemia dizziness shortness of breath low hemoglobin coordination issues nerve damage muscle weakness mild headache after travel,0,1,0,1,0,0,0,0,0,0
confusion nerve issues mood changes depression fractures muscle weakness low sunlight back pain bone pain without coordination issues immune weakness nerve damage muscle weakness routine checkup,0,0,0,0,0,0,0,1,1,0
without joint stiffness brittle nails bone weakness tooth decay muscle cramps hair loss frequent infections slow growth poor immunity loss of appetite,0,0,0,0,0,0,0,0,0,1
joint stiffness brittle nails muscle cramps bone weakness tooth decay fatigue dizziness shortness of breath anemia pale skin low hemoglobin weak immunity bleeding gums joint pain general discomfort,0,0,1,1,0,0,1,0,0,0
slow growth frequent infections hair loss loss of appetite poor immunity mild headache after travel,0,0,0,0,0,0,0,0,0,1
without slow growth poor immunity frequent infections anemia dizziness shortness of breath fatigue low hemoglobin patient visited clinic yesterday,0,0,0,1,0,0,0,0,0,0
nerve issues irritability confusion thyroid swelling fatigue goiter fractures muscle weakness bone pain back pain no prior illness reported,1,0,0,0,0,0,0,1,1,0
no fractures muscle weakness back pain low sunlight weight gain neck enlargement fatigue hormone imbalance vision problems coordination issues,1,1,0,0,0,0,0,0,0,0
frequent infections slow growth poor immunity joint stiffness brittle nails tooth decay bone weakness muscle cramps routine checkup,0,0,1,0,0,0,0,0,0,1
bone pain low sunlight back pain fractures fatigue skin rash sore throat not hormone imbalance neck enlargement fatigue goiter thyroid swelling mild headache after travel,0,0,0,0,1,0,0,0,1,0
nerve damage immune weakness,0,1,0,0,0,0,0,0,0,0
slow growth poor immunity no prior illness reported,0,0,0,0,0,0,0,0,0,1
coordination issues nerve damage immune weakness no skin rash cracked lips eye irritation mild headache after travel,0,1,0,0,0,0,0,0,0,0
immune weakness muscle weakness vision problems coordination issues nerve damage general discomfort,0,1,0,0,0,0,0,0,0,0
confusion mood changes pregnancy issues anemia fatigue pale skin,0,0,0,1,0,1,0,1,0,0
cracked lips sore throat not weakness fatigue mild headache after travel,0,0,0,0,1,0,0,0,0,0
confusion depression thyroid swelling neck enlargement fatigue joint stiffness muscle cramps general discomfort,1,0,1,0,0,0,0,1,0,0
confusion depression mood changes nerve issues muscle cramps joint stiffness brittle nails bone weakness thyroid swelling hormone imbalance weight gain fatigue goiter neck enlargement no prior illness reported,1,0,1,0,0,0,0,1,0,0
bone weakness muscle cramps tooth decay fractures low sunlight,0,0,1,0,0,0,0,0,1,0
poor diet anemia without mood changes irritability nerve issues confusion depression fatigue low hemoglobin shortness of breath anemia mild headache after travel,0,0,0,1,0,1,0,0,0,0
neck enlargement hormone imbalance back pain muscle weakness shortness of breath anemia dizziness pale skin fatigue,1,0,0,1,0,0,0,0,1,0
coordination issues immune weakness muscle weakness slow healing scurvy weak immunity joint pain bleeding gums no prior illness reported,0,1,0,0,0,0,1,0,0,0
pale skin low hemoglobin fatigue anemia dizziness slow healing joint pain weak immunity immune weakness vision problems nerve damage muscle weakness coordination issues,0,1,0,1,0,0,1,0,0,0
weight gain goiter fatigue hormone imbalance thyroid swelling neck enlargement bone pain back pain mild headache after travel,1,0,0,0,0,0,0,0,1,0
thyroid swelling fatigue goiter immune weakness muscle weakness coordination issues vision problems no prior illness reported,1,1,0,0,0,0,0,0,0,0
no pregnancy issues weakness poor diet anemia,0,0,0,0,0,0,0,0,0,0
cracked lips eye irritation fatigue skin rash sore throat without hair loss loss of appetite slow growth poor immunity frequent infections without neck enlargement goiter weight gain mild headache after travel,0,0,0,0,1,0,0,0,0,0
nerve issues depression pregnancy issues poor diet anemia fatigue cracked lips routine checkup,0,0,0,0,1,1,0,1,0,0
anemia pale skin dizziness low hemoglobin fatigue no weak immunity bleeding gums joint pain muscle weakness fractures low sunlight bone pain,0,0,0,1,0,0,0,0,1,0
weight gain hormone imbalance thyroid swelling neck enlargement slow healing bleeding gums weak immunity scurvy joint pain patient visited clinic yesterday,1,0,0,0,0,0,1,0,0,0
without nerve issues mood changes confusion no nerve damage coordination issues vision problems sore throat skin rash cracked lips,0,0,0,0,1,0,0,0,0,0
not bone weakness muscle cramps joint stiffness brittle nails tooth decay fatigue goiter hormone imbalance thyroid swelling neck enlargement weight gain,1,0,0,0,0,0,0,0,0,0
vision problems nerve damage coordination issues muscle weakness immune weakness depression irritability neck enlargement fatigue goiter general discomfort,1,1,0,0,0,0,0,1,0,0
mood changes nerve issues confusion fatigue pregnancy issues anemia mild headache after travel,0,0,0,0,0,1,0,1,0,0
muscle weakness fractures low sunlight back pain patient visited clinic yesterday,0,0,0,0,0,0,0,0,1,0
nerve issues confusion mood changes thyroid swelling goiter weight gain neck enlargement hormone imbalance general discomfort,1,0,0,0,0,0,0,1,0,0
without pregnancy issues weakness fatigue anemia poor diet without brittle nails bone weakness joint stiffness bleeding gums weak immunity slow healing no prior illness reported,0,0,0,0,0,0,1,0,0,0
low hemoglobin dizziness general discomfort,0,0,0,1,0,0,0,0,0,0
neck enlargement fatigue goiter hormone imbalance thyroid swelling irritability nerve issues confusion mood changes depression weakness anemia pregnancy issues poor diet fatigue general discomfort,1,0,0,0,0,1,0,1,0,0
not fatigue anemia poor diet patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
goiter fatigue not shortness of breath pale skin anemia fatigue low hemoglobin nerve damage coordination issues general discomfort,1,1,0,0,0,0,0,0,0,0
no nerve issues irritability fatigue weight gain patient visited clinic yesterday,1,0,0,0,0,0,0,0,0,0
confusion depression without sore throat eye irritation scurvy bleeding gums weak immunity joint pain patient visited clinic yesterday,0,0,0,0,0,0,1,1,0,0
poor diet anemia fatigue weakness no prior illness reported,0,0,0,0,0,1,0,0,0,0
vision problems immune weakness muscle weakness nerve damage coordination issues fractures bone pain back pain,0,1,0,0,0,0,0,0,1,0
anemia weakness poor diet cracked lips sore throat irritability confusion nerve issues mood changes depression mild headache after travel,0,0,0,0,1,1,0,1,0,0
depression nerve issues mood changes weight gain hormone imbalance neck enlargement fatigue goiter thyroid swelling no prior illness reported,1,0,0,0,0,0,0,1,0,0
confusion depression no bleeding gums scurvy weak immunity joint pain patient visited clinic yesterday,0,0,0,0,0,0,0,1,0,0
fractures low sunlight immune weakness muscle weakness vision problems hormone imbalance goiter neck enlargement weight gain no prior illness reported,1,1,0,0,0,0,0,0,1,0
immune weakness nerve damage vision problems muscle weakness coordination issues,0,1,0,0,0,0,0,0,0,0
poor immunity slow growth hair loss frequent infections loss of appetite low hemoglobin fatigue patient visited clinic yesterday,0,0,0,1,0,0,0,0,0,1
weak immunity slow healing bleeding gums joint pain,0,0,0,0,0,0,1,0,0,0
fractures muscle weakness low sunlight back pain bone pain nerve damage vision problems muscle weakness nerve issues irritability general discomfort,0,1,0,0,0,0,0,1,1,0
pregnancy issues anemia poor diet fatigue weakness routine checkup,0,0,0,0,0,1,0,0,0,0
muscle weakness immune weakness patient visited clinic yesterday,0,1,0,0,0,0,0,0,0,0
irritability depression pale skin dizziness shortness of breath no prior illness reported,0,0,0,1,0,0,0,1,0,0
anemia fatigue sore throat fatigue eye irritation cracked lips routine checkup,0,0,0,0,1,1,0,0,0,0
not bone weakness joint stiffness muscle cramps tooth decay,0,0,0,0,0,0,0,0,0,0
low sunlight muscle weakness back pain fractures no prior illness reported,0,0,0,0,0,0,0,0,1,0
loss of appetite frequent infections hair loss slow growth poor immunity poor diet fatigue anemia,0,0,0,0,0,1,0,0,0,1
without bleeding gums weak immunity slow healing no depression nerve issues confusion mood changes irritability routine checkup,0,0,0,0,0,0,0,0,0,0
muscle weakness nerve damage coordination issues vision problems immune weakness,0,1,0,0,0,0,0,0,0,0
goiter fatigue neck enlargement hormone imbalance nerve issues mood changes depression confusion dizziness low hemoglobin shortness of breath anemia fatigue pale skin,1,0,0,1,0,0,0,1,0,0
not fatigue cracked lips sore throat skin rash without slow healing bleeding gums,0,0,0,0,0,0,0,0,0,0
no confusion depression irritability nerve issues mood changes,0,0,0,0,0,0,0,0,0,0
irritability mood changes nerve issues confusion depression routine checkup,0,0,0,0,0,0,0,1,0,0
bleeding gums slow healing weak immunity joint pain bone weakness muscle cramps back pain fractures bone pain no prior illness reported,0,0,1,0,0,0,1,0,1,0
back pain muscle weakness low sunlight bone pain fractures routine checkup,0,0,0,0,0,0,0,0,1,0
muscle weakness fractures bone pain back pain weakness poor diet routine checkup,0,0,0,0,0,1,0,0,1,0
cracked lips skin rash fatigue no neck enlargement fatigue not confusion irritability depression mild headache after travel,0,0,0,0,1,0,0,0,0,0
weakness pregnancy issues anemia poor diet bone weakness tooth decay thyroid swelling goiter neck enlargement hormone imbalance fatigue,1,0,1,0,0,1,0,0,0,0
fatigue weakness poor diet pregnancy issues anemia mild headache after travel,0,0,0,0,0,1,0,0,0,0
no coordination issues muscle weakness immune weakness nerve issues mood changes depression confusion hormone imbalance goiter neck enlargement fatigue weight gain thyroid swelling mild headache after travel,1,0,0,0,0,0,0,1,0,0
sore throat cracked lips fatigue skin rash nerve issues mood changes general discomfort,0,0,0,0,1,0,0,1,0,0
low sunlight fractures bone pain routine checkup,0,0,0,0,0,0,0,0,1,0
without weakness anemia fatigue pregnancy issues eye irritation skin rash fatigue hair loss poor immunity general discomfort,0,0,0,0,1,0,0,0,0,1
fractures low sunlight back pain bone pain muscle weakness nerve damage coordination issues vision problems immune weakness mild headache after travel,0,1,0,0,0,0,0,0,1,0
without bone pain low sunlight muscle weakness back pain fractures no goiter neck enlargement hormone imbalance weight gain thyroid swelling,0,0,0,0,0,0,0,0,0,0
vision problems muscle weakness coordination issues immune weakness nerve damage poor immunity slow growth frequent infections loss of appetite without joint pain bleeding gums weak immunity slow healing scurvy,0,1,0,0,0,0,0,0,0,1
nerve damage coordination issues vision problems muscle weakness immune weakness thyroid swelling goiter hormone imbalance fatigue no prior illness reported,1,1,0,0,0,0,0,0,0,0
anemia dizziness low hemoglobin shortness of breath fatigue goiter weight gain thyroid swelling,1,0,0,1,0,0,0,0,0,0
